"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","loglike"
39.5705,0.920604,0.00973775,18.0719,2.99855,3.14244,0.962758,0.0161752,24.1248,6.12664,10.2594,3.42487,65.9112,17.2351,0.239418,41.1138,-9550.59
44.8569,0.929415,0.0125894,17.298,3.21362,3.92208,0.963847,0.0094336,24.9151,5.47106,11.1568,3.62867,42.4565,17.0926,0.265537,43.4942,-9551.71
46.2272,0.897609,0.0105397,16.7199,2.9577,3.80526,0.901656,0.0102903,24.8131,4.72284,9.27686,6.1384,44.234,16.6477,0.331552,46.0164,-9552.64
50.6221,0.961711,0.0128278,16.2561,3.2313,3.31161,0.902606,0.0158711,25.675,6.35967,9.53946,2.69781,44.1208,16.4694,0.583968,37.9906,-9550.06
40.2349,0.933285,0.010693,17.8573,3.08691,5.65146,0.898631,0.0131997,24.438,7.26139,7.37776,3.26124,66.3669,17.0496,0.317175,106.054,-9550.54
47.1717,0.943833,0.016069,16.0413,3.16018,4.08653,0.964714,0.0185906,24.2985,5.07959,13.0993,3.43317,38.2247,16.5579,0.175591,113.927,-9552.44
40.3681,0.87585,0.0134173,19.4056,3.26842,4.13779,0.899664,0.0128766,26.8558,5.77405,10.3348,5.09532,41.7967,14.9473,0.204613,48.0009,-9550.8
43.5543,0.976781,0.0126889,17.4873,3.24158,4.88711,0.919928,0.026134,20.8089,5.0745,8.96244,6.01335,82.2192,16.6163,0.403996,32.8998,-9551.83
47.5692,0.881254,0.0175403,17.4666,3.70724,3.6231,0.903509,0.00423835,25.0489,3.72483,12.6207,4.53831,37.1456,16.2835,0.233593,65.3963,-9552.99
44.664,0.901198,0.0160884,16.9385,3.13811,4.0729,0.919251,0.0112467,25.1877,5.99795,6.97701,3.97323,55.141,17.6434,0.247593,43.0182,-9552.77
39.3118,0.880497,0.0150719,19.3284,3.32612,5.06849,0.920257,0.0135341,23.6902,5.32034,9.49211,4.14881,52.5342,15.8295,0.214027,44.1666,-9548.99
44.3033,0.973427,0.0162814,16.7262,3.33159,3.27601,0.885804,0.0161465,26.1769,5.91449,12.5074,5.47718,56.4651,17.8732,0.300409,69.5092,-9551.04
45.8032,0.946201,0.0184665,17.575,3.58707,4.2086,0.981433,0.0191927,22.2465,5.84958,10.4356,5.03139,48.6536,16.6297,0.378471,36.2916,-9547.11
47.7533,0.952026,0.0187694,16.8678,3.51473,4.31298,0.983586,0.00528367,20.8072,5.00153,6.20589,2.48324,66.6424,17.0961,0.614303,24.2851,-9550.21
47.3831,0.972967,0.0183256,17.0536,3.61777,3.86883,0.884039,0.0135905,22.8022,3.65462,13.2996,5.14502,43.2188,16.2776,0.393241,42.1985,-9550.61
45.2028,0.900606,0.0149223,17.3301,3.2701,3.78039,0.909886,0.0102262,25.8269,7.56845,8.84138,4.06069,45.645,17.004,0.201311,58.4608,-9548.35
46.1819,0.965024,0.0137581,16.4859,3.33727,3.51418,0.962143,0.00544676,24.5741,4.58815,7.03286,3.91049,69.5137,17.2678,0.537975,38.2101,-9548.79
39.9917,0.950952,0.0146517,17.1207,3.08146,3.63314,0.976837,0.0114414,25.2946,7.4862,10.402,4.16323,49.9038,18.8021,0.467508,24.6243,-9551.92
40.8753,0.954729,0.0123553,17.7456,3.09568,4.37659,0.946115,0.0192266,21.6098,4.94229,10.1715,5.75435,65.1635,16.4847,0.338317,36.2925,-9554.93
44.1332,0.993475,0.0181111,17.3349,3.36444,4.34798,0.880167,0.00821725,24.838,6.24115,8.77369,3.81517,56.2382,15.3715,0.209689,30.5483,-9550.76
45.4054,0.867618,0.0139279,17.9444,3.33465,4.62795,0.871774,0.0156214,27.2318,5.75083,8.54195,6.57806,43.436,16.1944,0.194833,93.7996,-9554.51
39.0644,0.911924,0.011438,17.9717,3.06078,5.2059,0.989649,0.0169447,20.7678,4.47174,10.0854,3.46755,52.7399,17.9324,0.178211,80.1683,-9547.1
45.6921,0.978892,0.0145891,16.4525,3.15994,4.43566,0.948376,0.0142812,22.9469,6.07875,7.4283,3.55968,72.1101,17.2604,0.3097,58.4503,-9541.4
39.6347,0.978851,0.0127318,17.6201,3.11836,6.09103,0.965367,0.0255483,19.3367,9.51915,8.92563,4.21316,76.5125,16.4737,0.527033,31.5984,-9564.72
39.0061,0.926608,0.0160278,19.3171,3.68474,4.51734,0.961939,0.0105101,23.7884,7.09179,10.7286,4.26666,53.2314,16.303,0.545878,57.5493,-9559.69
45.0082,0.948048,0.0166525,16.6749,3.46129,4.95069,0.927099,0.0097118,22.9634,4.09924,9.20092,3.66366,56.003,18.0735,0.190281,51.8048,-9546.9
42.9708,0.915682,0.0139717,16.9518,3.25518,3.58753,0.907996,0.0117972,23.8978,5.67447,11.2128,4.0505,38.517,18.2533,0.120311,74.6682,-9548.25
44.9185,0.981195,0.0153531,16.518,3.21764,5.85193,0.949346,0.00821602,21.6809,6.40014,7.76254,3.3539,77.082,18.0172,0.282507,41.465,-9545.85
46.9654,0.883221,0.00919612,17.2106,3.15801,3.94634,0.953076,0.0109639,23.8446,4.71854,11.907,4.73147,46.5232,17.1966,0.591405,25.9707,-9553.36
50.6519,0.927435,0.0172324,16.7454,3.47091,5.24763,0.918482,0.0127748,24.5529,5.91614,10.6501,3.2288,35.606,15.8152,0.287458,114.631,-9551.12
51.7033,0.904833,0.0157359,16.0405,3.4699,3.20633,0.964839,0.0124556,24.746,4.45589,8.54738,2.78211,40.0858,17.8588,0.213396,86.7431,-9552
45.1156,0.942029,0.0172298,17.8021,3.56809,4.04656,0.990907,0.0135575,19.6907,3.55523,8.13653,3.25747,60.1744,17.1784,0.19013,55.0635,-9547.32
37.7438,0.909806,0.0138727,19.0297,3.22902,4.56539,0.900247,0.0103934,24.447,4.1212,10.4578,3.46168,51.874,17.4503,0.366117,50.8521,-9549.42
44.5648,0.864898,0.014756,18.168,3.56811,3.14106,0.963616,0.00753045,28.1789,3.82571,13.1647,3.29903,41.3781,17.9904,0.444827,109.579,-9555.41
39.5414,0.967364,0.0109793,17.0297,2.87228,4.3006,0.88789,0.0118967,24.7049,4.53638,11.7655,4.68089,48.1429,16.8376,0.292548,79.1129,-9545.43
38.8765,0.934157,0.0131751,19.1154,3.16105,2.83894,0.960755,0.0151399,20.2969,2.7794,10.7488,3.92408,44.5372,15.2157,0.445712,34.7027,-9552.17
42.3381,0.919434,0.0095092,17.864,3.01093,4.0144,0.901881,0.00997674,25.2844,3.95102,11.5589,3.37424,39.5984,15.5181,0.334032,116.67,-9553.77
53.8178,0.998107,0.0154038,15.5426,3.43946,4.60695,0.893926,0.0137238,22.9057,5.19486,14.4798,3.50225,31.4035,16.2479,0.242238,108.463,-9553.14
46.7001,0.96972,0.0155438,17.5908,3.32561,5.53897,0.924208,0.0188615,21.5437,6.8879,10.3777,4.83392,63.082,15.3221,0.302617,60.8225,-9548.87
45.2895,0.946184,0.02102,17.2984,3.63337,3.58104,0.876357,0.0163174,22.513,3.63552,9.86792,3.71923,57.1208,16.8786,0.17825,83.7434,-9547.62
46.1419,0.901948,0.0130869,16.3602,3.26221,3.61484,0.950687,0.00755212,24.6344,5.93996,7.73497,2.79045,55.975,18.6907,0.190279,44.8441,-9543.81
41.0815,0.865457,0.0153584,19.3775,3.4695,3.27401,0.987375,0.0116302,22.7378,4.40552,9.09039,3.97275,49.3771,15.3241,0.534499,28.5654,-9555.88
47.6613,0.92155,0.0154574,17.5376,3.34323,3.4105,0.893364,0.00599237,26.0226,4.62603,9.42589,3.04719,44.217,15.4743,0.298727,60.4188,-9550.45
50.8739,0.972923,0.0145597,15.2213,3.19639,3.89347,0.969312,0.0188603,21.9503,8.37179,13.9031,5.16583,44.1438,18.397,0.325437,37.6695,-9548.56
40.9264,0.970485,0.0146671,18.2007,3.46747,3.87359,0.976329,0.00942563,22.0671,4.09504,5.32059,2.8527,84.4872,17.8084,0.618489,24.8386,-9552.86
42.1254,0.891083,0.014221,18.5052,3.27176,4.21479,0.821083,0.00983543,25.5766,5.51075,11.3584,4.04386,44.3605,15.9858,0.432808,37.769,-9549.4
44.139,0.908466,0.0159611,17.9425,3.50278,4.58839,0.99016,0.0137531,23.9018,5.42238,10.018,4.92855,60.3658,17.603,0.259272,73.7109,-9548.36
37.6131,0.94422,0.0141538,18.7784,3.17742,3.86202,0.89558,0.0154814,23.319,5.23873,9.60617,3.81944,52.4663,16.8021,0.278943,77.0636,-9544.9
39.058,0.845105,0.014131,19.1009,3.23968,3.56389,0.988896,0.0110305,23.7042,6.46295,9.60043,4.19101,59.1704,17.4845,0.335855,40.1789,-9550.21
37.6206,0.910703,0.00866131,18.441,2.87084,4.19893,0.9739,0.00978241,27.2711,7.57525,11.1859,4.36609,43.5663,15.6016,0.30168,81.4719,-9560.62
43.9339,0.937145,0.0186395,18.5066,3.53773,3.39029,0.879134,0.0104871,23.615,4.57814,9.764,2.82687,58.9081,14.4117,0.181743,54.4517,-9556.86
45.879,0.954084,0.0171668,17.4926,3.63956,4.67545,0.938054,0.021555,20.9449,5.45956,9.8458,4.91502,64.7301,17.5694,0.17938,63.433,-9547.68
42.0097,0.922326,0.0104086,17.0178,2.94907,3.20958,0.905368,0.00841065,27.4394,4.78256,8.6966,3.51206,48.9272,16.5036,0.317209,36.0552,-9549.04
43.7109,0.912558,0.013896,17.4556,3.25433,4.30068,0.991566,0.0125606,22.0204,5.81731,9.41981,4.96246,52.9375,17.1203,0.259581,60.6057,-9544.58
41.0408,0.965134,0.0154262,17.3064,3.07953,3.15964,0.996825,0.00642018,25.2072,7.76121,6.44053,2.83555,82.3984,16.4598,0.360738,52.5245,-9554.96
50.1308,0.98422,0.0092244,15.2665,2.96612,3.92584,0.851978,0.0226384,20.9248,4.58783,13.7515,4.46754,43.736,16.8582,0.5233,34.7498,-9554.73
47.716,0.936843,0.0158415,16.3809,3.3315,4.55588,0.924491,0.0242163,21.9892,5.75235,12.3979,5.29416,33.1051,17.4537,0.241123,36.5653,-9551.47
44.9675,0.976255,0.0128636,17.0982,3.26713,5.6716,0.931703,0.00774234,23.3111,5.8638,6.86635,2.88122,82.9618,17.2591,0.0368264,52.2212,-9550.14
41.3167,0.832487,0.00755686,17.5899,2.8693,4.42275,0.941353,0.0117322,25.4001,4.58887,9.81286,3.46214,48.8434,18.7644,0.43072,30.1864,-9549
45.0808,0.986311,0.014869,16.0551,3.18929,2.90793,0.942441,0.0153533,25.0999,5.08032,8.93096,3.48458,71.8795,17.9109,0.272536,46.734,-9546.03
42.504,0.937476,0.0158586,17.931,3.41553,4.15553,0.967744,0.0178496,21.8643,3.32841,11.5216,3.95857,69.3157,17.5854,0.231984,106.674,-9555.39
41.2851,0.969562,0.0124861,18.2092,3.0703,3.85902,0.962658,0.0161497,19.9368,4.31862,6.10659,3.5833,78.8116,15.7393,0.284417,26.4489,-9554.98
40.2029,0.879012,0.00845399,17.8861,2.86968,3.56601,0.920212,0.00620034,29.6721,8.38054,11.3823,4.26429,44.1966,15.9404,0.470324,44.5317,-9554.8
42.163,0.883847,0.0148664,18.7436,3.33088,4.29887,0.979586,0.0207516,21.7302,3.61913,8.15459,4.86783,68.8355,16.5277,0.222491,50.268,-9550.13
40.8806,0.926533,0.0106305,17.9255,3.04642,4.6409,0.903066,0.015556,22.2666,6.13843,10.3705,5.80639,45.1135,17.206,0.421711,47.6793,-9552.42
49.2924,0.953295,0.0259872,17.2191,4.1954,4.54113,0.990302,0.0112891,20.8711,3.98395,9.46223,4.09884,70.574,16.766,0.397272,82.7172,-9557.41
42.0183,0.986781,0.0101244,16.4391,2.82994,5.29655,0.997404,0.0140007,22.357,6.50413,6.92352,3.21368,59.1735,17.9722,0.21499,109.619,-9550.26
45.3268,0.948699,0.0160865,16.9948,3.32911,5.02286,0.987258,0.00789333,20.0987,3.64726,9.50386,3.3965,54.4054,16.6336,0.145904,86.416,-9548.1
42.2311,0.884279,0.0136962,18.5478,3.17855,4.74286,0.958513,0.0117424,24.8766,6.88134,10.5775,4.05465,40.5062,17.0939,0.234655,108.044,-9549.54
36.8321,0.899197,0.0124042,18.9781,3.26874,4.30513,0.963765,0.014439,22.5633,4.25374,9.78197,3.92134,61.701,19.1478,0.146086,25.4354,-9551.33
48.5752,0.987566,0.0129025,15.7619,3.13301,4.11454,0.746971,0.0147228,28.0519,5.50084,10.4811,3.81374,48.7844,17.4158,0.18626,51.6834,-9549.9
47.8416,0.932106,0.0146231,16.4174,3.2534,4.13462,0.885553,0.0119868,23.418,4.17407,9.18804,2.79885,40.7791,16.6635,0.0540911,104.888,-9548.78
44.5263,0.950879,0.0105778,16.3265,3.03482,4.35085,0.841436,0.00650599,26.3704,3.6929,8.50374,3.65296,63.7078,17.0739,0.0467291,58.2786,-9553.98
50.9842,0.975648,0.0123024,15.0046,3.32473,3.57948,0.983687,0.0141575,23.9728,7.33978,8.16194,3.4474,60.9437,20.458,0.357385,48.6759,-9552.98
43.4494,0.903642,0.014578,18.3859,3.33325,5.19264,0.909708,0.0174263,21.6859,6.61094,9.91662,3.51826,40.3447,15.5381,0.648323,20.3203,-9551.14
42.999,0.957144,0.0103073,16.9419,3.04442,4.65531,0.900032,0.00774476,26.315,6.97484,8.90753,3.38617,53.2083,16.9992,0.363579,40.4997,-9544.54
45.3533,0.971564,0.0177392,17.2572,3.43836,3.76664,0.883461,0.0132539,24.8645,4.16181,8.52386,2.9969,58.5199,15.4975,0.185606,45.4992,-9551.04
44.2249,0.933699,0.0141741,16.5286,3.08781,2.66773,0.862977,0.00519795,26.5615,3.72311,12.8753,4.81103,41.4696,16.8764,0.222655,50.3219,-9561.46
44.4639,0.977141,0.0046648,15.9462,2.77326,3.93004,0.948847,0.0130312,22.5766,4.13139,10.1883,4.73027,49.6399,17.7836,0.280328,52.369,-9549.62
43.5372,0.873286,0.00940484,17.5269,3.08203,4.13251,0.945433,0.0139002,23.7804,4.7548,11.9504,4.02917,39.1805,17.7834,0.279752,30.0159,-9550.4
51.1382,0.868245,0.0175357,17.0254,3.50943,3.8628,0.923152,0.0221153,22.996,6.33044,8.74981,4.45606,46.2267,16.8912,0.488193,39.7978,-9549.32
39.5806,0.90704,0.0142963,19.1469,3.23527,3.558,0.948996,0.0220455,24.9246,6.90769,12.2737,3.66164,39.1794,15.7574,0.252113,39.265,-9549.16
48.3394,0.916059,0.0110338,16.0527,3.14683,4.77233,0.902386,0.0185334,25.384,8.26364,11.8117,4.20891,51.6421,17.4928,0.274298,63.3765,-9547.43
40.5171,0.956901,0.0158918,18.7619,3.38922,4.33546,0.962512,0.0101383,18.0961,2.32343,13.1398,4.77838,42.1346,16.6912,0.172187,93.1427,-9557.34
45.3251,0.932416,0.0181858,18.0193,3.61013,3.99663,0.878923,0.00671688,28.4457,6.95597,8.53692,3.36726,56.0184,16.4619,0.260115,78.0668,-9554.42
38.9652,0.926014,0.010465,17.0291,2.84784,3.89712,0.957712,0.0139313,24.3854,8.40936,11.5592,3.41244,44.8752,17.2322,0.177557,33.2327,-9551.88
44.9779,0.992281,0.00832211,16.1931,2.88437,4.3814,0.970662,0.0146029,21.1983,5.65762,10.248,6.91278,48.0836,17.2937,0.427926,26.8876,-9556.3
42.9955,0.932443,0.00978377,17.9807,3.1938,6.13831,0.933632,0.0144267,23.1363,6.66117,9.32046,3.92811,63.6227,16.0854,0.188069,80.7968,-9552.72
43.3567,0.976503,0.0102662,16.3961,3.13516,3.57127,0.967357,0.00796568,23.6254,5.47729,13.0661,3.79528,44.1985,19.3228,0.375349,30.438,-9548.69
41.0406,0.911662,0.0174736,18.5231,3.38642,4.29966,0.993375,0.00934621,21.2725,4.05384,7.37198,3.43236,71.7894,16.6251,0.156737,71.6496,-9545.88
43.6693,0.957451,0.0154076,17.3125,3.40336,2.84117,0.967707,0.00500421,21.9972,2.78525,10.4353,3.06168,47.9559,17.2415,0.413333,38.7029,-9548.34
45.7749,0.923104,0.0105511,16.5904,3.03669,4.67836,0.956117,0.0159564,22.2123,4.21827,8.08638,3.32312,63.2406,17.765,0.23229,22.9339,-9545.34
44.7472,0.934332,0.0151354,18.5604,3.48362,3.28118,0.934146,0.0217027,20.9155,3.78179,10.6559,3.94512,38.414,14.5454,0.364505,41.5159,-9557.3
41.0871,0.927183,0.0147704,18.1352,3.26425,3.39685,0.946204,0.0183464,22.7551,5.3785,9.68032,3.70249,59.5269,16.5303,0.714357,28.944,-9546.22
44.2109,0.945314,0.00983172,18.0603,3.1521,3.54265,0.96945,0.0118294,22.4963,3.92481,12.5419,4.11111,43.3233,16.187,0.668606,28.6192,-9557.32
46.2991,0.862646,0.0115889,17.1271,3.25932,4.61617,0.921914,0.0112964,24.8211,5.65122,6.30043,2.85951,59.4123,18.3632,0.421044,43.0231,-9547.59
37.0877,0.968285,0.00876343,18.2269,2.857,3.39368,0.931598,0.016601,22.35,3.8268,13.1637,3.39646,47.0327,16.4213,0.271787,85.3335,-9552.09
41.1591,0.89305,0.0167816,19.062,3.52991,2.42068,0.922928,0.00680503,27.2661,5.32796,10.1031,3.06977,43.1659,17.2538,0.411304,59.559,-9547.96
45.9629,0.969584,0.0127055,16.9871,3.07984,4.87416,0.849392,0.0110931,27.2797,8.02237,9.78738,3.38693,52.3591,15.9499,0.139752,55.773,-9548.53
51.0036,0.903802,0.0113325,16.0303,3.1836,4.3021,0.970976,0.0142151,23.3567,7.24594,8.90316,4.02695,37.0095,17.0575,0.239467,82.6806,-9549.36
43.4801,0.958679,0.0122544,17.2124,3.01306,4.47906,0.974121,0.014611,21.6913,4.34551,9.18989,4.06617,64.2064,15.3799,0.322219,37.6835,-9547.43
39.2306,0.896159,0.00986203,19.0544,3.19074,3.79124,0.942139,0.0161022,24.245,3.94791,12.7908,4.82799,53.6913,16.9079,0.303889,64.2414,-9559
48.3488,0.99956,0.00617778,15.7741,2.95216,4.09524,0.919971,0.0163571,22.4423,6.98211,9.9545,2.99858,54.1962,16.3832,0.148454,70.0983,-9555.35
41.5285,0.930544,0.0116987,17.5198,3.14919,4.12485,0.937992,0.00228125,23.439,4.57938,10.5293,3.90882,39.999,17.3773,0.465391,37.0629,-9548.9
42.526,0.93777,0.00853215,16.7717,2.94491,5.05644,0.965714,0.0204751,23.4186,6.30757,10.8786,4.40655,48.5602,17.3857,0.397104,90.6547,-9548.3
46.0576,0.950014,0.0146202,16.6012,3.32632,3.87894,0.935777,0.0073812,25.0515,5.83798,10.8989,3.24914,43.4164,17.6692,0.244424,83.1727,-9545.92
43.5579,0.91635,0.0108726,17.3307,3.11968,4.46294,0.980848,0.0140166,24.8814,5.39924,14.4487,4.16827,41.9808,17.8458,0.253319,90.3327,-9549.18
43.4788,0.964065,0.0122988,16.394,3.09471,4.04611,0.991301,0.0191159,20.3009,4.98856,9.04533,3.61135,43.3807,17.7219,0.236907,73.3727,-9552.21
38.0907,0.974284,0.00923373,16.6586,2.70994,4.90141,0.976126,0.0136425,24.7638,8.15875,9.19349,4.92093,46.0901,17.5367,0.289364,74.8742,-9550.84
45.9859,0.909948,0.0160388,17.3291,3.44408,3.97364,0.981355,0.0128038,22.7672,4.91752,11.9152,5.21435,41.2644,17.2007,0.250096,88.6971,-9549.2
43.3834,0.969129,0.0137,18.2909,3.27343,5.31812,0.878682,0.0176788,23.3988,7.34417,8.0035,3.22753,56.3735,14.4813,0.367179,78.5788,-9555.36
38.6271,0.837591,0.00833436,20.1439,2.99189,4.30536,0.925241,0.0152448,25.9591,6.82266,11.6352,5.91307,42.8507,15.3917,0.154532,83.5455,-9555.95
41.8879,0.923803,0.0112236,17.4898,3.09696,4.32568,0.937475,0.01113,26.6722,4.89794,8.61406,3.38175,47.1204,16.222,0.152965,139.299,-9555.01
44.0764,0.957503,0.00561514,15.8268,2.71787,4.34657,0.989719,0.0207713,23.0249,4.9937,10.2455,3.24553,46.5717,18.07,0.137748,161.728,-9559.24
42.3952,0.879377,0.0168432,18.6359,3.54796,4.69466,0.930972,0.0252403,23.6941,4.67913,8.39847,3.98516,50.6242,17.1061,0.219289,111.789,-9551.48
44.4574,0.815883,0.0137321,18.7032,3.3958,4.35309,0.943589,0.0110255,25.1602,5.6221,11.711,3.98314,36.0542,15.7509,0.3834,62.994,-9557.52
41.1572,0.946304,0.0102807,17.6285,3.02016,4.69919,0.964713,0.00777774,25.6918,9.26188,11.2792,3.53594,38.3234,16.8938,0.112551,54.8261,-9551.19
47.2414,0.959746,0.0142741,16.5602,3.21737,3.99018,0.913593,0.0152431,23.1049,5.34358,7.52767,7.96238,62.4611,17.0187,0.44938,48.8384,-9554.8
43.2227,0.97657,0.0100526,16.1347,2.95991,4.38826,0.92399,0.0113077,24.2521,5.124,14.2068,6.74118,43.7117,18.1351,0.117422,108.401,-9555.81
50.343,0.9824,0.0141967,16.0296,3.37063,5.2503,0.979694,0.017023,19.0787,2.8432,7.43707,4.89719,95.3427,17.6306,0.428234,31.7148,-9553.27
50.9891,0.924728,0.0171783,15.539,3.3844,3.04276,0.971334,0.00463218,24.238,5.68494,7.94656,4.49497,77.1988,18.2103,0.442402,36.0021,-9552.37
44.9703,0.88063,0.0118528,17.2003,3.21674,3.60353,0.955369,0.0140526,24.2443,7.05452,9.16282,5.79334,45.2305,17.4625,0.298369,70.0194,-9551.51
42.708,0.958736,0.0130656,17.7155,3.08946,4.79115,0.963344,0.00883249,25.1085,6.69916,9.29901,4.0941,67.2228,15.6598,0.336192,87.8413,-9550.71
41.8325,0.995867,0.0165349,17.9074,3.2756,4.26084,0.965421,0.014309,22.9236,7.13165,7.19781,3.47801,59.3695,15.445,0.248779,50.2466,-9553.1
45.0254,0.939819,0.0143475,16.862,3.24859,5.71851,0.915479,0.00798563,24.1146,7.39264,8.8175,3.28218,52.6095,16.8405,0.170357,102.043,-9547.99
42.2685,0.912836,0.0136253,17.2961,3.31696,4.19575,0.966396,0.0213333,22.2188,6.22086,9.06476,3.91808,68.365,19.4475,0.224133,76.0651,-9551.42
47.764,0.835981,0.0149597,18.1023,3.64726,4.48957,0.981485,0.00653215,26.8356,7.24757,9.37209,4.01697,69.6719,16.9231,0.760056,17.8128,-9560.57
48.0342,0.987673,0.0139922,16.1121,3.08886,3.17113,0.879706,0.0171012,24.8406,5.70093,10.0289,3.18457,49.3503,16.2221,0.474746,35.5478,-9550.99
36.8777,0.877908,0.0122209,20.4889,3.224,3.81148,0.854378,0.0131873,26.6167,6.14053,5.99599,2.99413,49.4159,15.8664,0.210055,41.7749,-9552.86
49.2042,0.915775,0.016496,16.6275,3.44166,4.0937,0.96047,0.0103263,21.6088,2.74069,10.4609,3.2021,51.7584,17.941,0.165001,156.55,-9552.03
43.2351,0.964616,0.0157213,17.3431,3.36686,4.42619,0.911168,0.00589238,27.9524,6.88712,10.2101,3.31546,44.4137,16.4984,0.257803,119.104,-9548.09
42.5037,0.977769,0.0181189,18.0585,3.4431,6.65046,0.888527,0.0173908,22.3322,5.7873,10.0658,4.00505,47.7811,16.6525,0.23547,125.274,-9551.38
42.7827,0.854476,0.0136736,19.066,3.18976,4.34862,0.925313,0.0143407,25.3951,6.0678,8.16042,3.64247,50.3262,16.2986,0.325544,67.4502,-9552.8
46.7765,0.901679,0.0159544,16.4438,3.24982,3.25135,0.964354,0.0121457,22.3848,4.29937,8.15805,4.31903,51.4102,17.4418,0.422431,41.6115,-9552.03
46.3912,0.971511,0.0108697,17.334,3.07427,4.24863,0.972892,0.0227824,19.1689,4.72525,9.2513,7.33574,35.7098,14.8486,0.515016,29.8947,-9557.43
41.0881,0.975897,0.00990567,16.8708,2.9234,4.7574,0.973083,0.0163412,21.7959,7.56342,11.9123,5.57982,50.3509,16.8614,0.204731,118.816,-9557.4
45.2218,0.902656,0.0131572,17.3198,3.19399,5.8435,0.97573,0.0162784,21.9782,5.54548,9.02615,4.01059,45.6031,16.577,0.165469,54.4724,-9547.33
42.5019,0.961671,0.00763332,16.177,2.85578,4.81542,0.950226,0.0187222,21.8117,4.67973,8.50364,4.68594,61.1929,18.3059,0.378347,57.1969,-9553.17
45.6173,0.868427,0.012877,17.4826,3.18763,3.81383,0.978037,0.012286,23.6427,3.66628,8.76148,2.88406,52.6329,16.162,0.195984,67.0755,-9550.85
40.5485,0.964157,0.0110142,17.6314,3.02322,3.8129,0.979983,0.0203075,21.2308,4.05836,10.0651,4.45049,49.9581,16.7842,0.608947,38.3863,-9549.99
46.2375,0.984223,0.019532,16.5657,3.51699,4.0415,0.985301,0.0120395,21.3919,4.74219,12.9289,5.2946,40.6444,17.8093,0.299173,66.9681,-9551.24
39.9014,0.897277,0.00529523,17.8475,2.81341,5.252,0.9826,0.0118154,23.2287,7.30674,9.85546,4.54019,68.3883,17.483,0.401239,58.8918,-9555.83
47.2549,0.928059,0.0127481,16.702,3.23385,4.82269,0.902692,0.00932353,22.6884,3.71406,11.9195,4.81125,38.0689,16.3259,0.206236,61.9859,-9551.79
41.4928,0.92261,0.0139409,18.0397,3.1701,4.2219,0.941696,0.0106095,23.1175,6.9519,9.5899,3.25266,68.6665,17.3905,0.222579,58.4674,-9547.23
39.9403,0.845418,0.0142699,18.6369,3.21562,3.56623,0.964479,0.0137405,24.3168,5.62354,10.0901,4.05028,59.7072,17.9358,0.418646,45.4591,-9554.53
41.227,0.965132,0.0104225,16.4972,2.87259,4.84754,0.934263,0.0203644,21.5449,6.27865,8.78006,3.80098,64.701,17.6756,0.416277,25.2437,-9545.1
41.0448,0.944755,0.0146393,18.1671,3.3215,3.89384,0.882688,0.0142468,24.0282,6.9065,10.2071,3.51232,50.7757,16.5618,0.202486,43.7731,-9545.12
42.7286,0.922956,0.0114163,17.5148,3.02368,4.60587,0.961055,0.0155949,21.5478,5.25733,10.1732,2.99132,45.378,15.7043,0.130554,126.37,-9553.29
47.3387,0.939419,0.0181017,17.2444,3.5494,4.10556,0.969063,0.0177402,21.3774,6.39614,8.3928,4.06785,59.2007,17.3655,0.521316,29.8096,-9544.04
49.5603,0.925743,0.0113285,15.656,3.08887,4.29294,0.920716,0.00925707,23.607,4.11836,7.02226,3.6353,66.5871,18.5282,0.510116,28.1097,-9546.21
37.9646,0.91923,0.00598692,18.4634,2.79698,3.18538,0.946828,0.00849093,25.0208,5.09529,8.76326,5.11165,53.9854,16.0273,0.298751,41.4105,-9553.27
45.2619,0.925004,0.0118789,17.4033,3.1696,3.97546,0.940749,0.0151436,22.1582,4.25518,8.71718,2.67501,50.6137,16.4311,0.35803,68.8012,-9548.92
48.5079,0.957298,0.013693,16.0735,3.16451,4.67334,0.914059,0.0238954,22.081,5.41757,6.5394,3.48493,91.2668,17.4269,0.363778,25.8347,-9550.33
45.1856,0.930053,0.0130688,16.7396,3.15761,3.52035,0.905783,0.0246704,23.1601,4.66745,8.45091,3.48312,71.1769,16.6151,0.237861,36.3887,-9548.5
43.6057,0.937492,0.0106,15.9363,2.92157,5.1274,0.957389,0.00578876,24.6327,5.40703,11.1643,3.48018,58.7573,17.9262,0.308265,111.69,-9555.61
50.5485,0.949893,0.0142455,16.3785,3.27295,3.07031,0.968881,0.00590264,25.7645,4.60919,8.58637,2.97472,52.6037,15.5712,0.252121,88.0453,-9545.24
39.2126,0.986253,0.0178667,17.8581,3.19892,5.48912,0.953486,0.0150433,22.3264,4.55781,9.81363,4.0233,67.9092,16.3192,0.188546,38.923,-9552.7
42.7275,0.934959,0.0143344,18.2345,3.23717,4.34082,0.927015,0.0107363,23.851,5.19829,12.7038,4.08367,43.2334,16.4042,0.686014,50.0287,-9553.28
47.3036,0.932711,0.0167937,16.3437,3.37779,4.01032,0.868026,0.0177833,25.0135,5.93401,9.03886,3.11707,48.8414,18.5365,0.217316,73.1911,-9548.93
