"draw","parameter","value"
909,"id0",1.412982
909,"iv0",0.6577575
909,"pcm",0.613378
909,"pvm",0.17029
909,"ad",8423.38
909,"av",3380.67
909,"b0",0.541525
909,"cd",0.0526985
909,"cu",0.0021573
909,"rm",70.5308
909,"d1",0.171951
909,"du",109.091
909,"rvm",94.7044
909,"fd0",0.0142223
909,"fv0",0.0509089
909,"gamma1",1.20942
909,"gammad",4.16525
909,"gammav",2.11075
909,"kb",2.10018
909,"kc",2.20073
909,"kd",0.488773
909,"kv",1.58034
909,"phi0",0.800543
909,"phi1",0.0003273
909,"theta0",0.0749945
909,"theta1",5.77e-05
909,"ub",3.80382
909,"uc",4.72491
909,"uv",5.08517
909,"ud",13.9989
910,"ib0",77.89265
910,"ic0",15.56919
910,"id0",1.692873
910,"iv0",0.5750311
910,"pcm",0.671419
910,"pvm",0.173073
910,"ad",8966.93
910,"av",3342.03
910,"b0",0.665902
910,"cd",0.0567801
910,"cu",0.0119498
910,"rm",66.7985
910,"d1",0.113167
910,"du",101.974
910,"rvm",57.4307
910,"fd0",0.0145211
910,"fv0",0.161883
910,"gamma1",0.845131
910,"gammad",3.59734
910,"gammav",2.76926
910,"kb",2.2985
910,"kc",2.03038
910,"kd",0.472642
910,"kv",1.81112
910,"phi0",0.768005
910,"phi1",0.0004624
910,"theta0",0.114839
910,"theta1",2.11e-05
910,"ub",7.23872
910,"uc",8.25055
910,"uv",6.8858
910,"ud",14.103
911,"ib0",33.88397
911,"ic0",17.0757
911,"id0",0.721552
911,"iv0",1.01571
911,"pcm",0.897285
911,"pvm",0.219599
911,"ad",9355.9
911,"av",3168.99
911,"b0",0.524137
911,"cd",0.0751236
911,"cu",0.0090518
911,"rm",63.0872
911,"d1",0.170111
911,"du",84.3706
911,"rvm",64.7666
911,"fd0",0.0057164
911,"fv0",0.210153
911,"gamma1",1.88369
911,"gammad",4.21269
911,"gammav",1.40986
911,"kb",2.35403
911,"kc",2.4392
911,"kd",0.497468
911,"kv",1.99537
911,"phi0",0.767031
911,"phi1",0.0014387
911,"theta0",0.132175
911,"theta1",5.13e-05
911,"ub",19.8651
911,"uc",8.56581
911,"uv",7.30448
911,"ud",8.63254
912,"ib0",31.45546
912,"ic0",15.99122
912,"id0",5.739219
912,"iv0",0.9859804
912,"pcm",0.712727
912,"pvm",0.176961
912,"ad",8200.32
912,"av",2215.89
912,"b0",0.691673
912,"cd",0.0445374
912,"cu",0.0054115
912,"rm",72.3981
912,"d1",0.158889
912,"du",109.513
912,"rvm",90.1819
912,"fd0",0.0015623
912,"fv0",0.107447
912,"gamma1",2.16037
912,"gammad",4.99669
912,"gammav",2.66235
912,"kb",1.85934
912,"kc",2.34933
912,"kd",0.648141
912,"kv",2.00002
912,"phi0",0.748691
912,"phi1",0.0007637
912,"theta0",0.0956001
912,"theta1",8.24e-05
912,"ub",6.99345
912,"uc",7.01925
912,"uv",13.8498
912,"ud",10.6816
913,"ib0",39.60826
913,"ic0",15.20923
913,"id0",3.643597
913,"iv0",1.280735
913,"pcm",0.536323
913,"pvm",0.154053
913,"ad",8317.78
913,"av",2527.3
913,"b0",0.663537
913,"cd",0.0929823
913,"cu",0.0122567
913,"rm",77.7523
913,"d1",0.172783
913,"du",95.5915
913,"rvm",80.5472
913,"fd0",0.0121855
913,"fv0",0.365778
913,"gamma1",4.92521
913,"gammad",4.40712
913,"gammav",4.75672
913,"kb",2.16233
913,"kc",2.06178
913,"kd",0.627827
913,"kv",2.46566
913,"phi0",0.859936
913,"phi1",0.0001443
913,"theta0",0.093317
913,"theta1",6.21e-05
913,"ub",12.0152
913,"uc",6.90901
913,"uv",27.5579
913,"ud",16.8813
914,"ib0",39.90561
914,"ic0",21.53337
914,"id0",2.874274
914,"iv0",2.147384
914,"pcm",0.738149
914,"pvm",0.464834
914,"ad",8392.29
914,"av",4552.36
914,"b0",0.643018
914,"cd",0.0798618
914,"cu",0.0021159
914,"rm",73.4318
914,"d1",0.186409
914,"du",124.655
914,"rvm",62.1164
914,"fd0",0.0109145
914,"fv0",0.0683375
914,"gamma1",1.9263
914,"gammad",5.28411
914,"gammav",2.1113
914,"kb",2.6498
914,"kc",2.48395
914,"kd",0.631326
914,"kv",2.41247
914,"phi0",0.929556
914,"phi1",3.75e-05
914,"theta0",0.0266889
914,"theta1",0.0006369
914,"ub",9.22831
914,"uc",4.75721
914,"uv",37.0862
914,"ud",15.6148
915,"ib0",72.63019
915,"ic0",20.57819
915,"id0",1.280084
915,"iv0",1.15843
915,"pcm",0.660465
915,"pvm",0.131176
915,"ad",8103.75
915,"av",2879.19
915,"b0",0.703683
915,"cd",0.0407121
915,"cu",0.0043716
915,"rm",71.8068
915,"d1",0.18358
915,"du",119.145
915,"rvm",91.5759
915,"fd0",0.0041475
915,"fv0",0.142283
915,"gamma1",2.54309
915,"gammad",4.83725
915,"gammav",2.89617
915,"kb",2.34407
915,"kc",2.15349
915,"kd",0.392242
915,"kv",2.00395
915,"phi0",0.75105
915,"phi1",0.0007622
915,"theta0",0.0687684
915,"theta1",6.36e-05
915,"ub",7.8622
915,"uc",4.38778
915,"uv",5.96255
915,"ud",3.44514
916,"ib0",45.63126
916,"ic0",17.44314
916,"id0",2.867882
916,"iv0",1.269192
916,"pcm",0.768102
916,"pvm",0.200538
916,"ad",7727.76
916,"av",2846.18
916,"b0",0.541437
916,"cd",0.118325
916,"cu",0.0184229
916,"rm",70.2879
916,"d1",0.140233
916,"du",101.933
916,"rvm",62.0111
916,"fd0",0.0114979
916,"fv0",0.308273
916,"gamma1",10.8717
916,"gammad",4.43214
916,"gammav",3.97809
916,"kb",2.25479
916,"kc",2.21493
916,"kd",0.494436
916,"kv",2.08336
916,"phi0",0.771871
916,"phi1",0.0001434
916,"theta0",0.102034
916,"theta1",7.73e-05
916,"ub",5.19972
916,"uc",8.43065
916,"uv",2.32906
916,"ud",2.70721
917,"ib0",64.22691
917,"ic0",27.79701
917,"id0",3.300503
917,"iv0",1.741362
917,"pcm",0.877942
917,"pvm",0.137178
917,"ad",7052.85
917,"av",2917.2
917,"b0",0.780827
917,"cd",0.0472662
917,"cu",0.0030045
917,"rm",66.6399
917,"d1",0.19867
917,"du",99.6235
917,"rvm",104.781
917,"fd0",0.0117387
917,"fv0",0.540106
917,"gamma1",1.65392
917,"gammad",5.33185
917,"gammav",2.75906
917,"kb",2.12924
917,"kc",2.65471
917,"kd",0.426461
917,"kv",2.6036
917,"phi0",0.666871
917,"phi1",0.0007991
917,"theta0",0.0682516
917,"theta1",0.0001272
917,"ub",6.14581
917,"uc",6.38693
917,"uv",48.92
917,"ud",9.89987
918,"ib0",56.26263
918,"ic0",21.33136
918,"id0",1.493816
918,"iv0",1.841218
918,"pcm",0.727138
918,"pvm",0.184159
918,"ad",7549.64
918,"av",1990.02
918,"b0",0.59537
918,"cd",0.0557867
918,"cu",0.0134465
918,"rm",72.0524
918,"d1",0.157565
918,"du",108.326
918,"rvm",84.3151
918,"fd0",0.0057233
918,"fv0",0.228011
918,"gamma1",3.42457
918,"gammad",4.38371
918,"gammav",3.95205
918,"kb",2.27345
918,"kc",2.43769
918,"kd",0.34218
918,"kv",2.45866
918,"phi0",0.575689
918,"phi1",0.0006378
918,"theta0",0.0658203
918,"theta1",0.0001587
918,"ub",5.90088
918,"uc",7.07237
918,"uv",16.6456
918,"ud",7.46032
919,"ib0",31.95546
919,"ic0",20.13115
919,"id0",4.459799
919,"iv0",1.442051
919,"pcm",0.709347
919,"pvm",0.449823
919,"ad",8694.64
919,"av",2413.91
919,"b0",0.651336
919,"cd",0.0621767
919,"cu",0.0101135
919,"rm",72.9116
919,"d1",0.205626
919,"du",130.437
919,"rvm",53.9879
919,"fd0",0.0065399
919,"fv0",0.0620473
919,"gamma1",2.32266
919,"gammad",4.31491
919,"gammav",3.14382
919,"kb",2.1983
919,"kc",2.41905
919,"kd",0.642814
919,"kv",1.78301
919,"phi0",0.812601
919,"phi1",0.0001172
919,"theta0",0.043094
919,"theta1",0.0003015
919,"ub",9.30521
919,"uc",3.64102
919,"uv",3.14397
919,"ud",7.40509
920,"ib0",69.12315
920,"ic0",22.16063
920,"id0",0.5391443
920,"iv0",1.513008
920,"pcm",0.798755
920,"pvm",0.458578
920,"ad",7860.77
920,"av",1810.89
920,"b0",0.648996
920,"cd",0.069619
920,"cu",0.0072279
920,"rm",65.8318
920,"d1",0.152313
920,"du",126.54
920,"rvm",57.8071
920,"fd0",0.0093197
920,"fv0",0.101688
920,"gamma1",1.3925
920,"gammad",4.201
920,"gammav",3.17401
920,"kb",2.15704
920,"kc",2.14472
920,"kd",0.330495
920,"kv",1.96711
920,"phi0",0.782408
920,"phi1",5.27e-05
920,"theta0",0.028295
920,"theta1",0.0004192
920,"ub",3.66382
920,"uc",3.33981
920,"uv",45.2323
920,"ud",19.7303
921,"ib0",36.36122
921,"ic0",27.1881
921,"id0",5.003748
921,"iv0",1.240505
921,"pcm",0.928374
921,"pvm",0.359107
921,"ad",7882.79
921,"av",2706.74
921,"b0",0.75659
921,"cd",0.0578548
921,"cu",0.0089505
921,"rm",56.3085
921,"d1",0.184866
921,"du",109.783
921,"rvm",57.1107
921,"fd0",0.0007881
921,"fv0",0.0381625
921,"gamma1",6.17997
921,"gammad",4.62994
921,"gammav",2.86791
921,"kb",1.36281
921,"kc",2.60614
921,"kd",0.529975
921,"kv",1.88257
921,"phi0",0.615605
921,"phi1",0.0010165
921,"theta0",0.0258089
921,"theta1",0.0005695
921,"ub",6.66086
921,"uc",1.99015
921,"uv",14.6912
921,"ud",10.6892
922,"ib0",39.0172
922,"ic0",12.68223
922,"id0",1.574029
922,"iv0",1.407222
922,"pcm",0.658795
922,"pvm",0.332116
922,"ad",7229.38
922,"av",2792.89
922,"b0",0.561968
922,"cd",0.0769806
922,"cu",0.0154965
922,"rm",72.7722
922,"d1",0.167933
922,"du",110.611
922,"rvm",55.9795
922,"fd0",0.0211753
922,"fv0",0.0853108
922,"gamma1",4.76161
922,"gammad",5.78738
922,"gammav",2.79312
922,"kb",2.28404
922,"kc",1.82153
922,"kd",0.486272
922,"kv",1.96916
922,"phi0",0.805416
922,"phi1",0.0005272
922,"theta0",0.0418338
922,"theta1",0.0002051
922,"ub",8.53251
922,"uc",5.81408
922,"uv",6.23435
922,"ud",9.59824
923,"ib0",37.34418
923,"ic0",22.11971
923,"id0",5.651029
923,"iv0",2.172374
923,"pcm",0.851117
923,"pvm",0.153454
923,"ad",6885.82
923,"av",3201.57
923,"b0",0.753827
923,"cd",0.0527132
923,"cu",0.0082181
923,"rm",67.9954
923,"d1",0.0776847
923,"du",117.273
923,"rvm",103.372
923,"fd0",0.0129165
923,"fv0",0.867282
923,"gamma1",2.1154
923,"gammad",4.67861
923,"gammav",2.53022
923,"kb",1.51512
923,"kc",2.33161
923,"kd",0.40005
923,"kv",2.8427
923,"phi0",0.782531
923,"phi1",0.0009038
923,"theta0",0.109596
923,"theta1",2.36e-05
923,"ub",6.93424
923,"uc",5.68603
923,"uv",30.9828
923,"ud",14.3752
924,"ib0",37.00887
924,"ic0",16.35213
924,"id0",0.4814681
924,"iv0",1.179755
924,"pcm",0.629015
924,"pvm",0.282611
924,"ad",8445.48
924,"av",2327.8
924,"b0",0.502979
924,"cd",0.071039
924,"cu",0.0009048
924,"rm",76.2101
924,"d1",0.111242
924,"du",103.963
924,"rvm",74.0625
924,"fd0",0.0012878
924,"fv0",0.0741108
924,"gamma1",0.912219
924,"gammad",3.85809
924,"gammav",1.78282
924,"kb",1.77063
924,"kc",2.27617
924,"kd",0.35593
924,"kv",2.41481
924,"phi0",0.909013
924,"phi1",0.0001963
924,"theta0",0.0745963
924,"theta1",0.0002511
924,"ub",5.98844
924,"uc",7.59355
924,"uv",15.5286
924,"ud",3.76761
925,"ib0",94.46093
925,"ic0",15.0571
925,"id0",10.07967
925,"iv0",0.6703078
925,"pcm",0.822196
925,"pvm",0.18208
925,"ad",7477.13
925,"av",3131.28
925,"b0",0.522669
925,"cd",0.0504776
925,"cu",0.0024492
925,"rm",63.8633
925,"d1",0.188556
925,"du",112.8
925,"rvm",65.6391
925,"fd0",0.0031563
925,"fv0",0.133323
925,"gamma1",1.39763
925,"gammad",4.8958
925,"gammav",2.83959
925,"kb",2.80427
925,"kc",2.31493
925,"kd",0.914119
925,"kv",1.66299
925,"phi0",0.804227
925,"phi1",0.0007043
925,"theta0",0.0767971
925,"theta1",1.8e-05
925,"ub",4.91895
925,"uc",10.338
925,"uv",3.40433
925,"ud",7.44759
926,"ib0",29.63404
926,"ic0",12.65936
926,"id0",1.034724
926,"iv0",0.7168345
926,"pcm",0.783233
926,"pvm",0.28341
926,"ad",8689.72
926,"av",2609.44
926,"b0",0.464973
926,"cd",0.0692107
926,"cu",0.0113822
926,"rm",72.483
926,"d1",0.16768
926,"du",100.747
926,"rvm",66.8441
926,"fd0",0.0020465
926,"fv0",0.133097
926,"gamma1",3.11551
926,"gammad",4.65743
926,"gammav",2.95013
926,"kb",2.38534
926,"kc",2.22651
926,"kd",0.661585
926,"kv",1.92603
926,"phi0",0.655906
926,"phi1",0.0003245
926,"theta0",0.0739045
926,"theta1",0.000146
926,"ub",7.71022
926,"uc",7.86679
926,"uv",28.924
926,"ud",14.3803
927,"ib0",44.84214
927,"ic0",20.08867
927,"id0",0.8954569
927,"iv0",3.734202
927,"pcm",0.721507
927,"pvm",0.12925
927,"ad",7203.89
927,"av",1734.19
927,"b0",0.817694
927,"cd",0.0804783
927,"cu",0.0086776
927,"rm",71.1278
927,"d1",0.182454
927,"du",118.369
927,"rvm",82.5589
927,"fd0",0.0084082
927,"fv0",0.757617
927,"gamma1",3.67196
927,"gammad",4.99055
927,"gammav",2.42549
927,"kb",2.50836
927,"kc",2.08324
927,"kd",0.294297
927,"kv",2.74546
927,"phi0",0.662376
927,"phi1",0.000587
927,"theta0",0.0631384
927,"theta1",0.0001366
927,"ub",4.35296
927,"uc",6.26174
927,"uv",5.57189
927,"ud",10.0218
928,"ib0",28.00316
928,"ic0",16.21946
928,"id0",3.30308
928,"iv0",1.01721
928,"pcm",0.704838
928,"pvm",0.192502
928,"ad",7973.94
928,"av",2315.55
928,"b0",0.501971
928,"cd",0.0664549
928,"cu",0.0116824
928,"rm",76.3945
928,"d1",0.21046
928,"du",100.178
928,"rvm",74.6128
928,"fd0",0.0001958
928,"fv0",0.107808
928,"gamma1",5.94696
928,"gammad",5.74816
928,"gammav",2.78497
928,"kb",2.44662
928,"kc",2.57363
928,"kd",0.776116
928,"kv",1.80506
928,"phi0",0.882801
928,"phi1",0.0015812
928,"theta0",0.0553088
928,"theta1",6.55e-05
928,"ub",8.78334
928,"uc",12.5516
928,"uv",9.53348
928,"ud",12.6659
929,"ib0",28.45977
929,"ic0",16.50578
929,"id0",5.438474
929,"iv0",1.019526
929,"pcm",0.867399
929,"pvm",0.433217
929,"ad",8394.47
929,"av",3262.59
929,"b0",0.509284
929,"cd",0.0627019
929,"cu",0.0022757
929,"rm",71.0929
929,"d1",0.165287
929,"du",94.2504
929,"rvm",53.2016
929,"fd0",0.0012274
929,"fv0",0.0559399
929,"gamma1",1.42795
929,"gammad",4.34561
929,"gammav",2.46011
929,"kb",2.1844
929,"kc",2.4437
929,"kd",0.952527
929,"kv",1.66756
929,"phi0",0.622808
929,"phi1",0.0015638
929,"theta0",0.0383668
929,"theta1",0.000494
929,"ub",12.5963
929,"uc",6.27831
929,"uv",11.8417
929,"ud",18.1288
930,"ib0",43.67766
930,"ic0",17.58483
930,"id0",2.390483
930,"iv0",1.02981
930,"pcm",0.937337
930,"pvm",0.204837
930,"ad",8130.01
930,"av",2903.59
930,"b0",0.584943
930,"cd",0.0471831
930,"cu",0.0024311
930,"rm",59.6229
930,"d1",0.164482
930,"du",91.5287
930,"rvm",76.7917
930,"fd0",0.0059918
930,"fv0",0.0731449
930,"gamma1",0.698425
930,"gammad",5.32721
930,"gammav",2.11934
930,"kb",1.99768
930,"kc",2.33641
930,"kd",0.607433
930,"kv",1.88843
930,"phi0",0.690647
930,"phi1",0.0007974
930,"theta0",0.0983769
930,"theta1",8.56e-05
930,"ub",9.37826
930,"uc",6.60768
930,"uv",6.68268
930,"ud",7.86813
931,"ib0",106.5279
931,"ic0",18.08382
931,"id0",2.075623
931,"iv0",1.397501
931,"pcm",0.603322
931,"pvm",0.144681
931,"ad",7874.64
931,"av",1976.97
931,"b0",0.617948
931,"cd",0.045106
931,"cu",0.0074734
931,"rm",68.9343
931,"d1",0.153728
931,"du",117.397
931,"rvm",107.293
931,"fd0",0.0026092
931,"fv0",0.24741
931,"gamma1",1.18451
931,"gammad",4.27786
931,"gammav",3.02464
931,"kb",1.67077
931,"kc",2.44691
931,"kd",0.5354
931,"kv",2.34434
931,"phi0",0.941939
931,"phi1",0.0022144
931,"theta0",0.0987163
931,"theta1",4.49e-05
931,"ub",4.18215
931,"uc",6.39719
931,"uv",24.6379
931,"ud",9.53532
932,"ib0",22.65436
932,"ic0",16.79974
932,"id0",2.845715
932,"iv0",0.9422675
932,"pcm",0.877915
932,"pvm",0.208992
932,"ad",8557.53
932,"av",2406.23
932,"b0",0.700382
932,"cd",0.0517182
932,"cu",0.0151146
932,"rm",69.1801
932,"d1",0.238271
932,"du",106.711
932,"rvm",79.6212
932,"fd0",0.0076506
932,"fv0",0.0713259
932,"gamma1",2.82685
932,"gammad",6.46382
932,"gammav",2.26663
932,"kb",3.03642
932,"kc",2.35565
932,"kd",0.720967
932,"kv",1.8907
932,"phi0",0.829086
932,"phi1",0.0010258
932,"theta0",0.0723855
932,"theta1",8.18e-05
932,"ub",10.5358
932,"uc",6.27008
932,"uv",5.84523
932,"ud",12.4994
933,"ib0",54.25316
933,"ic0",13.70124
933,"id0",2.844159
933,"iv0",0.6528442
933,"pcm",0.813067
933,"pvm",0.357046
933,"ad",7769.96
933,"av",3691.33
933,"b0",0.509069
933,"cd",0.069442
933,"cu",0.0065148
933,"rm",65.3502
933,"d1",0.162907
933,"du",112
933,"rvm",57.596
933,"fd0",0.0001824
933,"fv0",0.0375731
933,"gamma1",1.20629
933,"gammad",5.15829
933,"gammav",2.46825
933,"kb",2.36201
933,"kc",2.27229
933,"kd",0.714625
933,"kv",1.65599
933,"phi0",0.812815
933,"phi1",0.000819
933,"theta0",0.0782816
933,"theta1",0.0002178
933,"ub",3.12421
933,"uc",10.2002
933,"uv",6.7594
933,"ud",13.8607
934,"ib0",130.3856
934,"ic0",15.46871
934,"id0",2.307536
934,"iv0",0.9967817
934,"pcm",0.720324
934,"pvm",0.2983
934,"ad",7592.17
934,"av",3238.34
934,"b0",0.519067
934,"cd",0.0659437
934,"cu",0.0046119
934,"rm",68.4205
934,"d1",0.101462
934,"du",123.831
934,"rvm",52.2993
934,"fd0",0.0276438
934,"fv0",0.024277
934,"gamma1",2.01747
934,"gammad",4.687
934,"gammav",2.46713
934,"kb",1.67033
934,"kc",2.39197
934,"kd",0.394422
934,"kv",1.67985
934,"phi0",0.719128
934,"phi1",0.002121
934,"theta0",0.0346163
934,"theta1",0.0002655
934,"ub",2.85243
934,"uc",6.45746
934,"uv",2.22995
934,"ud",7.37876
935,"ib0",32.82008
935,"ic0",16.86555
935,"id0",3.234603
935,"iv0",0.8128787
935,"pcm",0.811182
935,"pvm",0.648505
935,"ad",8044.45
935,"av",3005.63
935,"b0",0.536754
935,"cd",0.0828244
935,"cu",0.0110911
935,"rm",63.2043
935,"d1",0.129598
935,"du",118.187
935,"rvm",55.5641
935,"fd0",0.0007557
935,"fv0",0.021591
935,"gamma1",3.56028
935,"gammad",4.47259
935,"gammav",2.53105
935,"kb",1.18471
935,"kc",2.13358
935,"kd",0.543757
935,"kv",1.40953
935,"phi0",0.841975
935,"phi1",0.0005244
935,"theta0",0.0191506
935,"theta1",0.0003035
935,"ub",11.8509
935,"uc",4.85328
935,"uv",9.11168
935,"ud",5.63495
936,"ib0",36.32029
936,"ic0",17.68096
936,"id0",2.581872
936,"iv0",2.787889
936,"pcm",0.687274
936,"pvm",0.159171
936,"ad",8006.35
936,"av",1749.69
936,"b0",0.632653
936,"cd",0.0819064
936,"cu",0.0082282
936,"rm",73.2473
936,"d1",0.164902
936,"du",100.039
936,"rvm",96.8734
936,"fd0",0.0070915
936,"fv0",0.250882
936,"gamma1",3.51681
936,"gammad",4.23505
936,"gammav",3.22633
936,"kb",2.29251
936,"kc",2.31102
936,"kd",0.531267
936,"kv",2.27183
936,"phi0",0.930953
936,"phi1",0.0003683
936,"theta0",0.0504296
936,"theta1",0.0001434
936,"ub",4.84579
936,"uc",3.67658
936,"uv",9.13197
936,"ud",12.85
937,"ib0",21.77024
937,"ic0",17.65195
937,"id0",2.733514
937,"iv0",1.393442
937,"pcm",0.80576
937,"pvm",0.195081
937,"ad",7482.26
937,"av",2839.35
937,"b0",0.622442
937,"cd",0.0536927
937,"cu",0.0015331
937,"rm",68.3783
937,"d1",0.151395
937,"du",91.7783
937,"rvm",74.7359
937,"fd0",0.0034234
937,"fv0",0.225547
937,"gamma1",1.68904
937,"gammad",5.89827
937,"gammav",2.44518
937,"kb",2.47294
937,"kc",2.25816
937,"kd",0.559724
937,"kv",2.25122
937,"phi0",0.929624
937,"phi1",0.0001551
937,"theta0",0.0824155
937,"theta1",5.72e-05
937,"ub",12.5749
937,"uc",3.46426
937,"uv",11.17
937,"ud",14.1232
938,"ib0",25.75776
938,"ic0",17.94298
938,"id0",3.385752
938,"iv0",0.8386618
938,"pcm",0.818835
938,"pvm",0.17642
938,"ad",7027.75
938,"av",2650.65
938,"b0",0.544709
938,"cd",0.0698184
938,"cu",0.0096269
938,"rm",71.8125
938,"d1",0.15434
938,"du",103.833
938,"rvm",85.8384
938,"fd0",0.0119057
938,"fv0",0.242661
938,"gamma1",1.51479
938,"gammad",5.47107
938,"gammav",4.24524
938,"kb",2.14781
938,"kc",2.49141
938,"kd",0.556144
938,"kv",2.11748
938,"phi0",0.55514
938,"phi1",0.0004879
938,"theta0",0.0900136
938,"theta1",4.91e-05
938,"ub",9.55577
938,"uc",5.83798
938,"uv",26.9547
938,"ud",9.38543
939,"ib0",27.16963
939,"ic0",16.25879
939,"id0",1.9896
939,"iv0",1.478004
939,"pcm",0.449854
939,"pvm",0.183703
939,"ad",7995.21
939,"av",2123.67
939,"b0",0.612201
939,"cd",0.0579596
939,"cu",0.0019227
939,"rm",93.1118
939,"d1",0.14507
939,"du",134.233
939,"rvm",76.2923
939,"fd0",0.0017051
939,"fv0",0.28767
939,"gamma1",1.87853
939,"gammad",3.916
939,"gammav",4.16063
939,"kb",2.30454
939,"kc",2.24108
939,"kd",0.401163
939,"kv",2.10938
939,"phi0",0.93291
939,"phi1",0.0001845
939,"theta0",0.0904317
939,"theta1",4.77e-05
939,"ub",8.41985
939,"uc",6.35383
939,"uv",13.7978
939,"ud",4.35006
940,"ib0",56.31253
940,"ic0",19.95209
940,"id0",2.652416
940,"iv0",1.689318
940,"pcm",0.962508
940,"pvm",0.177456
940,"ad",7786.71
940,"av",1782.64
940,"b0",0.565799
940,"cd",0.0696614
940,"cu",0.0062216
940,"rm",60.8229
940,"d1",0.212251
940,"du",121.819
940,"rvm",76.8251
940,"fd0",0.0038974
940,"fv0",0.239695
940,"gamma1",2.04246
940,"gammad",4.44475
940,"gammav",2.5005
940,"kb",2.43663
940,"kc",2.44661
940,"kd",0.58369
940,"kv",2.03197
940,"phi0",0.704452
940,"phi1",0.0009746
940,"theta0",0.069491
940,"theta1",0.0001168
940,"ub",6.66882
940,"uc",7.04343
940,"uv",9.61993
940,"ud",18.1433
941,"ib0",40.81887
941,"ic0",25.9934
941,"id0",2.667548
941,"iv0",1.271973
941,"pcm",0.781992
941,"pvm",0.190249
941,"ad",8479.94
941,"av",3099.95
941,"b0",0.771885
941,"cd",0.0677108
941,"cu",0.0088835
941,"rm",74.9077
941,"d1",0.194768
941,"du",103.73
941,"rvm",81.1383
941,"fd0",0.0125592
941,"fv0",0.197693
941,"gamma1",6.39445
941,"gammad",4.52222
941,"gammav",2.46698
941,"kb",2.53311
941,"kc",2.6913
941,"kd",0.50186
941,"kv",2.11497
941,"phi0",0.816971
941,"phi1",0.0009188
941,"theta0",0.0661891
941,"theta1",2.36e-05
941,"ub",9.46219
941,"uc",3.80734
941,"uv",12.2381
941,"ud",2.75304
942,"ib0",55.71824
942,"ic0",14.82497
942,"id0",0.3081039
942,"iv0",1.286365
942,"pcm",0.729879
942,"pvm",0.227875
942,"ad",8216.53
942,"av",2260.48
942,"b0",0.499844
942,"cd",0.0624516
942,"cu",0.0028007
942,"rm",67.187
942,"d1",0.172317
942,"du",96.9085
942,"rvm",88.025
942,"fd0",0.0106439
942,"fv0",0.2639
942,"gamma1",1.83211
942,"gammad",4.53971
942,"gammav",3.17576
942,"kb",1.87191
942,"kc",2.24457
942,"kd",0.42005
942,"kv",2.30378
942,"phi0",0.732825
942,"phi1",0.0004516
942,"theta0",0.0421514
942,"theta1",0.0001641
942,"ub",8.86266
942,"uc",6.66242
942,"uv",74.6163
942,"ud",15.0392
943,"ib0",49.9996
943,"ic0",15.96888
943,"id0",1.913463
943,"iv0",1.051069
943,"pcm",0.773714
943,"pvm",0.23323
943,"ad",7944.52
943,"av",1990.34
943,"b0",0.463086
943,"cd",0.058951
943,"cu",0.0057846
943,"rm",73.3922
943,"d1",0.165978
943,"du",118.365
943,"rvm",72.3371
943,"fd0",0.0130282
943,"fv0",0.358581
943,"gamma1",1.25028
943,"gammad",5.13169
943,"gammav",3.71799
943,"kb",2.29786
943,"kc",2.61764
943,"kd",0.497113
943,"kv",2.3149
943,"phi0",0.694178
943,"phi1",0.0014346
943,"theta0",0.0838346
943,"theta1",8.73e-05
943,"ub",3.86516
943,"uc",10.926
943,"uv",43.434
943,"ud",16.4488
944,"ib0",91.1721
944,"ic0",21.25195
944,"id0",2.018007
944,"iv0",0.9152691
944,"pcm",0.662221
944,"pvm",0.0994441
944,"ad",8274.57
944,"av",2659.08
944,"b0",0.709435
944,"cd",0.0783335
944,"cu",0.0078186
944,"rm",68.4725
944,"d1",0.190984
944,"du",98.9801
944,"rvm",81.1596
944,"fd0",0.0116874
944,"fv0",0.269692
944,"gamma1",2.94649
944,"gammad",5.02217
944,"gammav",4.18
944,"kb",1.92758
944,"kc",2.40484
944,"kd",0.519649
944,"kv",1.91227
944,"phi0",0.642401
944,"phi1",0.0017399
944,"theta0",0.126593
944,"theta1",2.52e-05
944,"ub",8.75532
944,"uc",4.20763
944,"uv",4.95105
944,"ud",16.1237
945,"ib0",44.0312
945,"ic0",24.19513
945,"id0",0.7001826
945,"iv0",1.15634
945,"pcm",0.748506
945,"pvm",0.257492
945,"ad",7916.51
945,"av",1697.88
945,"b0",0.614914
945,"cd",0.0913531
945,"cu",0.0125417
945,"rm",69.9286
945,"d1",0.157502
945,"du",119.94
945,"rvm",79.2173
945,"fd0",0.0087298
945,"fv0",0.23542
945,"gamma1",7.09499
945,"gammad",4.69726
945,"gammav",2.92516
945,"kb",1.8532
945,"kc",2.54595
945,"kd",0.390671
945,"kv",2.09033
945,"phi0",0.720527
945,"phi1",0.0019108
945,"theta0",0.0648622
945,"theta1",0.0001113
945,"ub",9.49953
945,"uc",4.01308
945,"uv",29.797
945,"ud",7.87087
946,"ib0",41.04572
946,"ic0",16.43638
946,"id0",2.521876
946,"iv0",1.703937
946,"pcm",0.726518
946,"pvm",0.202692
946,"ad",9252.01
946,"av",2651.1
946,"b0",0.697406
946,"cd",0.0574514
946,"cu",0.0111329
946,"rm",73.3359
946,"d1",0.224353
946,"du",120.125
946,"rvm",82.7568
946,"fd0",0.0010995
946,"fv0",0.144868
946,"gamma1",1.63957
946,"gammad",4.12516
946,"gammav",3.03327
946,"kb",2.04472
946,"kc",2.37603
946,"kd",0.690783
